# This file is automatically generated by the grid engine. The file contains
# mappings for the parameters found from the content server, which do not have
# mappings already defined. The point is that the query server cannot find 
# requested parameters without mappings. On the other hand, the order of the mappings
# is also the search order of the parameters that do not contain complete search 
# information (parameterIdType,levelIdType,levelId,level,etc.)
# 
# If you want to change some of the mappings or their order, then you should move
# them to a permanent mapping file (which is not automatically overridden.
# 
# FIELDS:
#  1) Producer name
#  2) Mapping name
#  3) Parameter id type:
#         1 = FMI_ID
#         2 = FMI_NAME
#         3 = GRIB_ID
#         4 = NEWBASE_ID
#         5 = NEWBASE_NAME
#         6 = NETCDF_NAME
#  4) Parameter id / name
#  5) Geometry id
#  6) Parameter level id type:
#         1 = FMI
#         2 = GRIB1
#         3 = GRIB2
#  7) Level id
#         FMI level identifiers:
#            1 Gound or water surface
#            2 Pressure level
#            3 Hybrid level
#            4 Altitude
#            5 Top of atmosphere
#            6 Height above ground in meters
#            7 Mean sea level
#            8 Entire atmosphere
#            9 Depth below land surface
#            10 Depth below some surface
#            11 Level at specified pressure difference from ground to level
#            12 Max equivalent potential temperature level
#            13 Layer between two metric heights above ground
#            14 Layer between two depths below land surface
#            15 Isothermal level, temperature in 1/100 K
#  8) Level
#  9) Area interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         9 = Landscape
#         10 = Forbidden
#         500..999 = List
#         1000..65535 = External (interpolated by an external function)
# 10) Time interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         6 = Previous
#         7 = Next
#         1000..65535 = External (interpolated by an external function)
# 11) Level interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         5 = Logarithmic
#         6 = Previous
#         7 = Next
#         1000..65535 = External (interpolated by an external function)
# 12) Group flags
#         bit 0 = Climatological parameter (=> ignore year when searching)
#         bit 1 = Global parameter (=> ignore timestamp when searching, for example LandSeaMask)
# 13) Search match (Can this mapping used when searching mappings for incomplete parameters)
#         E = Enabled
#         D = Disabled
#         I = Ignore
# 14) Mapping function (enables data conversions during the mapping)
# 15) Reverse mapping function
# 16) Default precision
# 
ERA5L;CrossSectionDirection;2;RADGLOA-JM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;DewPoint;2;TD-K;5022;;1;00000;1;1;1;0;E;SUM{$,-273.15};SUM{$,273.15};;;;
ERA5L;LatentHeatFlux;2;FLLAT-JM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;RadiationLWAccumulation;2;RADLWA-JM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;RadiationNetSurfaceLWAccumulation;2;RNETLWA-JM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;RadiationNetSurfaceSWAccumulation;2;RNETSWA-JM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;SensibleHeatFlux;2;FLSEN-JM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;SkinTemperature;2;SKT-K;5022;;1;00000;1;1;1;0;E;SUM{$,-273.15};SUM{$,273.15};;;;
ERA5L;SnowAccumulation;2;SNACC-KGM2;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;SnowDensity;2;SND-KGM3;5022;;1;00000;1;1;1;0;E;;;;;;
ERA5L;VolumetricSoilWaterLayer1;2;FMI-0;5022;;0;00000;1;1;1;0;D;;;;
ECSF;DewPoint;2;TD-K;6004;;2;00500;1;1;1;0;D;SUM{$,-273.15};SUM{$,273.15};;;;
ECSF;DewPoint;2;TD-K;6004;;2;00700;1;1;1;0;D;SUM{$,-273.15};SUM{$,273.15};;;;
ECSF;DewPoint;2;TD-K;6004;;2;00850;1;1;1;0;D;SUM{$,-273.15};SUM{$,273.15};;;;
ECSF;GeopHeight;2;Z-M2S2;6004;;2;00500;1;1;1;0;D;MUL{$,0.102000};DIV{$,0.102000};;;;
ECSF;GeopHeight;2;Z-M2S2;6004;;2;00700;1;1;1;0;D;MUL{$,0.102000};DIV{$,0.102000};;;;
ECSF;GeopHeight;2;Z-M2S2;6004;;2;00850;1;1;1;0;D;MUL{$,0.102000};DIV{$,0.102000};;;;
ECSF;Temperature;2;T-K;6004;;2;00500;1;1;1;0;D;SUM{$,-273.15};SUM{$,273.15};;;;
